example,label
"Each party’s obligations under this Section 2.13 shall survive the resignation or replacement of the Administrative Agent or any assignment of rights by, or the replacement of, a Lender, the termination of the Commitments and the repayment, satisfaction or discharge of all obligations under any Loan Document.",Survival
"Employee has been advised, and hereby is advised in writing, to consult with an attorney of his choice regarding the form and content of this Confirming Release, and he represents that he has had a sufficient opportunity (and a full 21 days) to do so before execution and return, and that he has read this Confirming Release and enters into it voluntarily and of his own free will.  This Confirming Release and the releases and covenants contained herein shall be binding upon Employee, his heirs, executors, administrators, assigns, agents, attorneys in fact, attorneys at law, and representatives.  This Confirming Release and the releases and covenants contained herein shall inure to the benefit of all Confirming Release Company Parties and each of their respective predecessors, successors, and assigns.",Binding Effects
"THIS AMENDMENT AND ANY CLAIMS, CONTROVERSY, DISPUTE OR CAUSES OF ACTION (WHETHER IN CONTRACT OR TORT OR OTHERWISE) BASED UPON, ARISING OUT OF OR RELATING TO THIS AMENDMENT SHALL BE CONSTRUED IN ACCORDANCE WITH AND GOVERNED BY THE LAWS OF THE STATE OF NEW YORK.",Applicable Laws
"No waiver of any provision of this Agreement is effective unless made in writing and signed by the waiving party, and, in the case of the Company only after the waiver has been specifically approved by the Board. The failure of either party to require the performance of any term or obligation of this Agreement, or the waiver by either party of any breach of this Agreement, will not prevent any subsequent enforcement of such term or obligation or be deemed a waiver of any subsequent breach.",Waivers
"The validity and interpretation of this Agreement, and the terms and conditions set forth herein, shall be construed and interpreted in accordance with and governed by the laws of the State of California, without giving effect to any provisions relating to conflict of laws.",Governing Laws
"Whenever notice is required to be given under this Warrant, unless otherwise provided herein, such notice shall be given in accordance with the notice provisions contained in the Purchase Agreement. The Company shall provide the Holder with prompt written notice (i) immediately upon any adjustment of the Exercise Price, setting forth in reasonable detail, the calculation of such adjustment and (ii) at least 20 days prior to the date on which the Company closes its books or takes a record (A) with respect to any dividend or distribution upon the Common Shares, (B) with respect to any grants, issuances or sales of any shares or other securities directly or indirectly convertible into or exercisable or exchangeable for Common Shares or other property, pro rata to the holders of Common Shares or (C) for determining rights to vote with respect to any Fundamental Transaction, dissolution or liquidation, provided in each case that such information shall be made known to the public prior to or in conjunction with such notice being provided to the Holder.",Notices
"EACH PARTY TO THIS AGREEMENT, FOR ITSELF AND ITS AFFILIATES, HEREBY IRREVOCABLY AND UNCONDITIONALLY WAIVES TO THE FULLEST EXTENT PERMITTED BY APPLICABLE LAW ALL RIGHT TO TRIAL BY JURY IN ANY ACTION, PROCEEDING OR COUNTERCLAIM (WHETHER BASED ON CONTRACT, TORT OR OTHERWISE) ARISING OUT OF OR RELATING TO THE ACTIONS OF THE PARTIES HERETO OR THEIR RESPECTIVE AFFILIATES PURSUANT TO THIS AGREEMENT OR IN THE NEGOTIATION, ADMINISTRATION, PERFORMANCE OR ENFORCEMENT OF THIS AGREEMENT.",Waiver Of Jury Trials
"Holder hereby (a) agrees that the Stock (or Options), and any other shares of capital stock or securities required by the Agreement to be bound thereby, shall be bound by and subject to the terms of the Stockholder Agreement and (b) acknowledges receipt of a copy of, and hereby adopts the Agreement with the same force and effect as if Holder were originally a party thereto.",Agreements
"No failure or delay by Agent or any Lender in exercising any right, power or privilege under any Financing Document shall operate as a waiver thereof nor shall any single or partial exercise thereof preclude any other or further exercise thereof or the exercise of any other right, power or privilege.  The rights and remedies herein and therein provided shall be cumulative and not exclusive of any rights or remedies provided by law.  Any reference in any Financing Document to the “continuing” nature of any Event of Default shall not be construed as establishing or otherwise indicating that any Borrower or any other Credit Party has the independent right to cure any such Event of Default, but is rather presented merely for convenience should such Event of Default be waived in accordance with the terms of the applicable Financing Documents.",No Waivers
"This Agreement shall be enforceable to the fullest extent allowed by law. In the event that a court or appointed arbitrator holds any provision of this Agreement to be invalid or unenforceable, then, if allowed by law, that provision shall be reduced, modified or otherwise conformed to the relevant law, judgment or determination to the degree necessary to render it valid and enforceable without affecting the rest of this Agreement. Any provision of this Agreement that is prohibited or unenforceable in any jurisdiction shall, as to such jurisdiction, be deemed severable from the remainder of this Agreement, and the remaining provisions contained in this Agreement shall be construed to preserve to the maximum permissible extent the intent and purposes of this Agreement. Any such prohibition or unenforceability in any jurisdiction shall not invalidate or render unenforceable such provision in any other jurisdiction.",Severability
"Guarantor is solvent and will not become insolvent after giving effect to the transactions contemplated hereby; Guarantor is paying its debts as they become due; and Guarantor, after giving effect to the transactions contemplated hereby, will have adequate capital to conduct its business. Guarantor does not intend to incur, or believe that it has incurred, debts beyond its ability to pay such debts as they mature. Guarantor is not contemplating the commencement of insolvency, bankruptcy, liquidation or consolidation proceedings or the appointment of a receiver, liquidator, conservator, trustee or similar official in respect of Guarantor or any of its assets. The Guarantor is not subject to any proceeding under the Bankruptcy Code or under any other applicable bankruptcy, insolvency or similar law.",Solvency
"Subject to the provisions of Section 2.06(b) , (i) each Eurodollar Rate Loan under a Facility shall bear interest on the outstanding principal amount thereof for each Interest Period from the applicable borrowing date at a rate per annum equal to the Eurodollar Rate for such Interest Period plus the Applicable Rate for such Facility and (ii) each Base Rate Loan under a Facility shall bear interest on the outstanding principal amount thereof from the applicable borrowing date at a rate per annum equal to the Base Rate plus the Applicable Rate for such Facility. To the extent that any calculation of interest or any fee required to be paid under this Agreement shall be based on (or result in) a calculation that is less than zero, such calculation shall be deemed zero for purposes of this Agreement.",Interests
The Employee’s employment under this Agreement will terminate upon the Employee’s death.,Death
"The term of this Agreement (the “Term”) shall commence as of the Effective Date hereof and shall continue in effect for a period of two (2) years, unless otherwise terminated earlier pursuant to Paragraph 4 hereof.",Terms
"Except for (a) any matter fully covered as to subject matter and amount (subject to applicable deductibles and retentions) by insurance for which the insurance carrier has not asserted lack of subject matter coverage or reserved its right to do so, (b) any matter, or series of related matters, involving a claim against Borrower or any of its Subsidiaries of less than $250,000, (c) matters of an administrative nature not involving a claim or charge against Borrower or any Subsidiary of Borrower and (d) matters set forth in Schedule 4.9 , there are no actions, suits, proceedings or investigations pending as to which Borrower or any of its Subsidiaries have been served or have received notice or, to the best knowledge of Borrower  threatened against or affecting Borrower or any of its Subsidiaries or any Property of any of them before any Governmental Agency.  None of  Borrower,  its Subsidiaries, or, to the best knowledge of Borrower, any executive officer of any such Persons has been indicted or convicted in connection with or is engaging in any criminal conduct which constitutes a felony, or is currently subject to any lawsuit or proceeding or, to the best of Borrower’s knowledge, under investigation in connection with any anti-racketeering or criminal conduct or activity which constitutes a felony.",Litigations
"This Agreement may be amended by a writing which specifically states that it is amending this Agreement executed by (i) the Company and the Executive, (ii) the Company (at the discretion of the Committee), so long as a copy of such amendment is delivered to the Executive, and provided that no such amendment having a material adverse affect on the rights of the Executive hereunder may be made without the Executive's written consent or (iii) the Company (at the discretion of the Committee) in any way it may deem necessary or advisable to carry out the purpose of the grant as a result of any change in applicable Laws or any future Laws or judicial decisions.",Amendments
"HA INC shall maintain and shall maintain on behalf of and for the benefit of each Borrower insurance with insurers satisfactory to Agent, with respect to the Properties, Collateral and business of Obligors of such type (including general liability, umbrella policy, D&O and workers compensation coverages), in such amounts, and with such coverages and deductibles as are customary for companies similarly situated.",Insurances
"The Section headings used in this Amendment are for convenience of reference only, are not part of this Amendment and are not to affect the construction of, or to be taken into consideration in interpreting, this Amendment.",Headings
"Attached hereto as Schedule 2.1(l) are true, complete and correct copies of the unaudited balance sheet and statement of income for Seller for the years ended December 31, 2017 and 2018 (the balance sheet as of December 31, 2018 being the “ Most Recent Balance Sheet ” and the date of such balance sheet being the “ Most Recent Balance Sheet Date ”) (such balance sheets and statements being referred to collectively as the “ Financial Statements ”). Each of the Financial Statements (including the notes thereto, if any) are true, complete and correct, have been prepared from, and are consistent with, the books and records of Seller (which are correct and complete in all material respects), and present the financial condition of the Seller in accordance with the Seller’s historical practices as of the dates thereof and the operating results and cash flows for the periods of Seller then ended. Seller does not have any indebtedness for borrowed money pertaining to the Business except for indebtedness that will be paid off at Closing in accordance with Section 1.5 .",Financial Statements
"This Agreement may be executed in two or more counterparts, each of which shall be deemed to be an original, but all of which together shall constitute one and the same document.",Counterparts
"This Agreement may be executed in one or more counterparts, each of which shall be deemed an original but all of which together constitute on and the same instrument.",Counterparts
"The Company shall not sell, offer for sale or solicit offers to buy or otherwise negotiate in respect of any security (as defined in Section 2(a)(1) of the Securities Act) that would be integrated with the offer or sale of the Securities for purposes of the rules and regulations of any Trading Market such that it would require shareholder approval prior to the closing of such other transaction unless shareholder approval is obtained before the closing of such subsequent transaction.",Integration
"The Company may assign this Agreement to any successor to all or substantially all of its assets, and in that case, a transfer of Executive’s employment to the successor assuming this Agreement will not constitute a termination without Cause by the Company, whether or not Executive accepts such transfer. Executive’s obligations under this Agreement are personal in nature and may not be assigned by Executive to another person.",Assignments
"This Agreement may be executed in counterparts, and each counterpart shall have the same force and effect as an original and shall constitute an effective, binding agreement on the part of each of the undersigned. Either party may execute this letter agreement by signing on the designated signature block below, and by transmitting such signature page via facsimile or e-mail (via PDF format) to the other party. Any signature made and transmitted by facsimile or e-mail (via PDF format) for the purpose of executing this letter agreement shall be deemed an original signature for purposes of this letter agreement, and shall be binding upon the party transmitting its or his signature by facsimile or e-mail (via PDF format).",Counterparts
"During the Employment Period, the Employer shall pay to the Executive a base salary (the “ Base Salary ”) at the rate of no less than $200,000 per calendar year, less applicable deductions, and prorated for any partial year. Beginning with the first quarter of 2020, the Base Salary shall be reviewed for increase by the Employer no less frequently than annually, and shall be increased in the discretion of the Employer and any such adjusted Base Salary shall constitute the “Base Salary” for purposes of this Agreement. The Base Salary shall be paid in substantially equal installments in accordance with the Employer’s regular payroll procedures. The Executive’s Base Salary may not be decreased during the Employment Period.",Base Salary
The headings of Articles and Sections contained in this Agreement are for reference purposes only and are not part of this Agreement.,Headings
"In the event any provision of the Plan shall be held invalid or illegal for any reason, any illegality or invalidity shall not affect the remaining parts of the Plan, but the Plan shall be construed and enforced as if the illegal or invalid provision had never been inserted, and the Company shall have the privilege and opportunity to correct and remedy such questions of illegality or invalidity by amendment as provided in the Plan.",Severability
"By accepting the Performance, you expressly acknowledge and agree to comply with applicable Brazilian laws and to pay any and all applicable taxes associated with the vesting of the Performance Shares, the issuance and/or sale of shares of Common Stock acquired under the Plan or the receipt of any dividends.",Compliance With Laws
"There shall be no governmental or judicial action, actual or threatened, that has or would have, singly or in the aggregate, a reasonable likelihood of restraining, preventing or imposing burdensome conditions on the transactions contemplated by this Amendment.",Litigations
"To the extent not preempted by the laws of the United States, the laws of the State of California (without regard to the choice of law rules) shall be the controlling law in all matters relating to the Plan.",Applicable Laws
"Whenever applicable, masculine and neutral pronouns shall equally apply to the feminine genders; the singular shall include the plural and the plural shall, include the singular. The Parties have reviewed and understand this Agreement, and each has had a full opportunity to negotiate the agreement's terms and to consult with counsel of their own choosing. Therefore, the Parties expressly waive all applicable common law and statutory rules of construction that any provision of this Agreement should be construed against the agreement's drafter and agree that this Agreement and all amendments thereto shall be construed as a whole, according to the fair meaning of the language used.",Construction
"The Borrowers shall have paid the upfront fees to the Administrative Agent for the benefit of the Lenders in the amount agreed upon between the Borrowers and the Administrative Agent. The Lenders and the Administrative Agent shall have received all other fees required to be paid, and all expenses required to be reimbursed for which invoices have been presented (including the reasonable fees and expenses of legal counsel), on or before the Effective Date. All such amounts will be paid with proceeds of Loans made on the Effective Date and will be reflected in the funding instructions given by the Borrower Representative to the Administrative Agent on or before the Effective Date.",Fees
The headings of this Amendment are for purposes of reference only and shall not limit or otherwise affect the meaning hereof.,Headings
"The failure of either party to assert a right hereunder or to insist upon compliance with any term or condition of this Agreement shall not constitute a waiver of that right or excuse a similar subsequent failure to perform any such term or condition by the other party. None of the terms, covenants and conditions of this Agreement can be waived except by the written consent of the party waiving compliance.",Waivers
"As of the Agreement Date, Schedule 6.1.(f) is a complete and correct listing of all of the real property owned or leased by the Borrower, each other Loan Party and each other Subsidiary. Each such Person has good, marketable and legal title to, or a valid leasehold interest in, its respective assets that are material assets of the Trust and its Subsidiaries, taken as a whole. As of the Agreement Date, there are no Liens against any assets of the Borrower, any other Loan Party or any other Subsidiary except for Permitted Liens.",Liens
"All disputes involving Arbitrable Claims shall be decided by a single arbitrator. The arbitrator shall be selected by mutual agreement of the parties within 30 days of the effective date of the notice initiating the arbitration. If the parties cannot agree on an arbitrator, then the complaining party shall notify the AAA and request selection of an arbitrator in accordance with the AAA Employment Rules. The arbitrator shall have only such authority to award equitable relief, damages, costs, and fees as a court would have for the particular claim(s) asserted. The arbitrator shall have exclusive authority to resolve all Arbitrable Claims, including, but not limited to, whether any particular claim is arbitrable and whether all or any part of this Agreement is void or unenforceable.",Authority
"This Agreement, together with the PIIA and the other documents referred to in this Agreement, represents the entire agreement and understanding between the parties as to the subject matter herein and supersedes all prior or contemporaneous agreements whether written or oral.  This Agreement may be modified only by agreement of the parties by a written instrument executed by the parties that is designated as an amendment to this Agreement.",Integration
"If any provision of this Section 5 is determined to be invalid, illegal or unenforceable, in whole or in part, then such provision shall be modified so as to be enforceable to the maximum extent permitted by law. If such provision cannot be modified to be enforceable, the provision shall be severed from this Agreement to the extent unenforceable. In this regard, Employer and Employee hereby agree that any judicial authority construing this Agreement shall be empowered to sever any portion of the geographic restrictions, any prohibited business activity or any time period from the coverage of this Section 5 and to apply the provisions of this Section 5 to the remaining portion of the geographic restrictions, the remaining business activities and the remaining time period not so severed by such judicial authority.",Severability
"Payments of vested accrued benefits to Pre-2005 Plan II Beneficiaries from the Trust shall be made in accordance with the distribution event specified by the Participant in the Deferral Election between the Company and the Participant (the “Distribution Event”). Except as otherwise expressly provided in the Participant’s Deferral Election and as set forth in Article VII below, no distribution shall be made or commenced prior to the time and manner as set forth in the Participant’s Deferral Election.",General
"The Swingline Lender may at any time in its discretion, and shall, at the minimum on a weekly basis, by written notice given to the Administrative Agent ( provided such notice requirement shall not apply if the Swingline Lender and the Administrative Agent are the same entity) not later than 11:00 a.m., New York City time, on the next succeeding Business Day following such notice require the Revolving Lenders to acquire participations on such Business Day in all or a portion of the Swingline Loans then outstanding. Such notice shall specify the aggregate amount of Swingline Loans in which Revolving Lenders will participate.  Promptly upon receipt of such notice, the Administrative Agent will give notice thereof to each Revolving Lender, specifying in such notice such Lender’s Pro Rata Percentage of such Swingline Loan or Loans. Each Revolving Lender hereby absolutely and unconditionally agrees, upon receipt of notice as provided above, to pay to the Administrative Agent, for the account of the Swingline Lender, such Lender’s Pro Rata Percentage of such Swingline Loan or Loans. Each Revolving Lender acknowledges and agrees that its obligation to acquire participations in Swingline Loans pursuant to this Section 2.17(d) is absolute and unconditional and shall not be affected by any circumstance whatsoever, including the occurrence and continuance of a Default or reduction or termination of the Commitments, and that each such payment shall be made without any offset, abatement, withholding or reduction whatsoever (so long as such payment shall not cause such Lender’s Revolving Exposure to exceed such Lender’s Revolving Commitment). Each Revolving Lender shall comply with its obligation under this clause (d) by wire transfer of immediately available funds, in the same manner as provided in Section 2.02(c) with respect to Loans made by such Lender (and Section 2.02 shall apply, mutatis mutandis , to the payment obligations of the Revolving Lenders), and the Administrative Agent shall promptly pay to the Swingline Lender the amounts so received by it from the Revolving Lenders. The Administrative Agent shall notify the Administrative Borrower of any participations in any Swingline Loan acquired by the Revolving Lenders pursuant to this Section 2.17(d) , and thereafter payments in respect of such Swingline Loan shall be made to the Administrative Agent and not to the Swingline Lender. Any amounts received by the Swingline Lender from the Borrowers (or other party on behalf of any Borrower) in respect of a Swingline Loan after receipt by the Swingline Lender of the proceeds of a sale of participations therein shall be promptly remitted to the Administrative Agent. Any such amounts received by the Administrative Agent shall be promptly remitted by the Administrative Agent to the Revolving Lenders that shall have made their payments pursuant to this Section 2.17(d) , as their interests may appear. The purchase of participations in a Swingline Loan pursuant to this Section 2.17(d) shall not relieve the Borrowers of any default in the payment thereof.",Participations
"Any notice, demand or request required or permitted to be given under this Agreement shall be in writing and shall be deemed sufficient when delivered personally or sent by fax or 48 hours after being sent by nationally-recognized courier or deposited in the U.S. mail, as certified or registered mail, with postage prepaid, and addressed to the party to be notified at such party’s address or fax number as set forth below or as subsequently modified by written notice.",Notices
"Neither this Lease nor any term or provision hereof may be changed, waived, discharged or terminated orally, and no breach thereof shall be waived, altered or modified, except by a written instrument signed by the party against which the enforcement of the change, waiver, discharge or termination is sought. Any right to change, waive, discharge, alter or modify, or terminate this Lease shall be subject to the prior express written consent of Landlord's Mortgagee.",Modifications
This Agreement shall be construed under the laws of the State of Delaware.,Governing Laws
"It has not entered, and shall not enter, into any agreement with any Third Party or any Affiliate that is in conflict with the rights granted to the other Party under this Agreement and all Ancillary Agreements, and has not taken and shall not take any action that would in any way prevent it from granting the rights granted to the other Party under this Agreement and all Ancillary Agreements, or that would otherwise materially conflict with or adversely affect the rights granted to the other Party under this Agreement and all Ancillary Agreements. Its performance and execution of this Agreement and all Ancillary Agreements shall not result in a material breach of any other contract to which it is a Party or assuming the receipt of clearance of the Japan FTC as contemplated by Section 7.4, of any applicable Law or Order.",No Conflicts
"Sections 20(b) and 20(h) of each of the Partner Agreements is hereby amended by adding the phrase “, Class E-1 Common Units” immediately after the term “Retained P Units” where such latter term appears in such Sections 20(b) and 20(h), respectively.",Miscellaneous
"The Committee has the right to amend, alter, suspend, discontinue or cancel the PSUs, prospectively or retroactively; provided, that , no such amendment shall adversely affect the Grantee’s material rights under this Agreement without the Grantee’s consent.",Amendments
"This Agreement, together with the Contribution Agreement, constitutes the full and entire understanding and agreement among the parties with regard to the subject matter hereof.",Entire Agreements
"Borrower agrees from time to time to execute, acknowledge and deliver all such instruments and to take all such reasonable action for the purpose of effectuating this Assignment and the carrying out of the terms hereof as may be requested by Agent.",Further Assurances
Tenant shall fail to discharge or otherwise obtain the release of any lien placed upon the Premises in violation of this Lease within 10 days after any such lien is filed against the Premises.,Liens
"In addition to such other rights of indemnification as they may have as members of the Board or the Committee or as officers or employees of the Participating Company Group, to the extent permitted by applicable law, members of the Board or the Committee and any officers or employees of the Participating Company Group to whom authority to act for the Board, the Committee or the Company is delegated shall be indemnified by the Company against all reasonable expenses, including attorneys’ fees, actually and necessarily incurred in connection with the defense of any action, suit or proceeding, or in connection with any appeal therein, to which they or any of them may be a party by reason of any action taken or failure to act under or in connection with the Plan, or any right granted hereunder, and against all amounts paid by them in settlement thereof (provided such settlement is approved by independent legal counsel selected by the Company) or paid by them in satisfaction of a judgment in any such action, suit or proceeding, except in relation to matters as to which it shall be adjudged in such action, suit or proceeding that such person is liable for gross negligence, bad faith or intentional misconduct in duties; provided, however, that within sixty (60) days after the institution of such action, suit or proceeding, such person shall offer to the Company, in writing, the opportunity at its own expense to handle and defend the same.",Indemnifications
The Administrative Agent shall have received a certificate of the chief financial officer of the Borrower (or another authorized financial officer of the Borrower) certifying the solvency of the Borrower substantially in the form attached hereto as Exhibit E .,Solvency
"Each Purchaser, severally and not jointly with the other Purchasers, covenants that neither it nor any Affiliate acting on its behalf or pursuant to any understanding with it will execute any purchases or sales, including Short Sales of any of the Company’s securities during the period commencing with the execution of this Agreement and ending at such time that the transactions contemplated by this Agreement are first publicly announced pursuant to the initial press release as described in Section 4.4.  Each Purchaser, severally and not jointly with the other Purchasers, covenants that until such time as the transactions contemplated by this Agreement are publicly disclosed by the Company pursuant to the initial press release as described in Section 4.4, such Purchaser will maintain the confidentiality of the existence and terms of this transaction and the information included in the Disclosure Schedules.  Notwithstanding the foregoing and notwithstanding anything contained in this Agreement to the contrary, the Company expressly acknowledges and agrees that (i) no Purchaser makes any representation, warranty or covenant hereby that it will not engage in effecting transactions in any securities of the Company after the time that the transactions contemplated by this Agreement are first publicly announced pursuant to the initial press release as described in Section 4.4, (ii) no Purchaser shall be restricted or prohibited from effecting any transactions in any securities of the Company in accordance with applicable securities laws from and after the time that the transactions contemplated by this Agreement are first publicly announced pursuant to the initial press release as described in Section 4.4 and (iii) no Purchaser shall have any duty of confidentiality or duty not to trade in the securities of the Company to the Company or its Subsidiaries, VIEs or VIE Subsidiaries after the issuance of the initial press release as described in Section 4.4.  Notwithstanding the foregoing, in the case of a Purchaser that is a multi-managed investment vehicle whereby separate portfolio managers manage separate portions of such Purchaser’s assets and the portfolio managers have no direct knowledge of the investment decisions made by the portfolio managers managing other portions of such Purchaser’s assets, the covenant set forth above shall only apply with respect to the portion of assets managed by the portfolio manager that made the investment decision to purchase the Securities covered by this Agreement.",Confidentiality
"The execution and delivery by Buyer of this Agreement, Buyer’s performance hereunder, and the consummation of the transactions contemplated hereby do not require any Consent under any Contract to which Buyer is a party or by which Buyer’s assets are bound or any Governmental Approval, except where the failure to obtain any such Governmental Approval would not, individually or in the aggregate, prohibit, restrict or delay, in any material respect, the performance by Buyer of Buyer’s obligations under this Agreement or the consummation of the transactions contemplated hereby.",Consents
"This Consent may be separately executed in counterparts and by the different parties hereto in separate counterparts, each of which when so executed shall be deemed to constitute one and the same agreement. This Consent may be duly executed and delivered by facsimile transmission, electronic mail, or other electronic means.",Counterparts
"To the extent not preempted by Federal law, the Plan, this Agreement, and documents evidencing rights relating to the Plan or this Agreement will be construed, administered and governed in all respects under and by the laws of the State of Delaware, without giving effect to its conflict of laws principles.  If any provision of this Agreement will be held by a court of competent jurisdiction to be invalid or unenforceable, the remaining provisions hereof will continue to be fully effective.  The jurisdiction and venue for any disputes arising under, or any action brought to enforce (or otherwise relating to), this Agreement will be exclusively in the courts in the State of Illinois, County of Cook, including the Federal Courts located therein (should Federal jurisdiction exist).",Governing Laws
"All covenants, agreements, representations and warranties made by each Obligor herein and in any Loan Document or other documents delivered in connection herewith or therewith or pursuant hereto or thereto shall be considered to have been relied upon by the other parties hereto and shall survive the execution and delivery hereof and thereof and the making of the Borrowings hereunder, regardless of any investigation made by any such other party or on its behalf and notwithstanding that the Facility Agent, the Security Trustee or any Lender may have had notice or knowledge of any Default at the time of any Borrowing, and shall continue in full force and effect as long as any Loan or any other Obligation hereunder shall remain unpaid or unsatisfied and so long as the Commitments have not expired or been terminated. The provisions of Sections 2.14, 2.15, 11.03, 11.15 and Article X  shall survive and remain in full force and effect regardless of the consummation of the transactions contemplated hereby, the payment in full of the Obligations, the expiration or termination of the Commitments or the termination of this Agreement or any provision hereof.",Survival
"Conduct its businesses in compliance with the United States Foreign Corrupt Practices Act of 1977, the UK Bribery Act 2010, and other similar anti‑corruption legislation in other jurisdictions, and maintain policies and procedures designed to promote and achieve compliance with such laws.",Anti-Corruption Laws
The headings of this First Amendment are for purposes of reference only and shall not limit or otherwise affect the meaning hereof.,Headings
"Any and all notices or other communications or deliveries required or permitted to be provided hereunder shall be in writing and shall be deemed given and effective on the earliest of: (a) the date of transmission, if such notice or communication is delivered via email at the email address as set forth on the signature pages attached hereto at or prior to 5:30 p.m. (New York City time) on a Trading Day, (b) the next Trading Day after the date of transmission, if such notice or communication is delivered via email at the email address as set forth on the signature pages attached hereto on a day that is not a Trading Day or later than 5:30 p.m. (New York City time) on any Trading Day, (c) the second Trading Day following the date of transmission, if sent by U.S. nationally recognized overnight courier service or (d) upon actual receipt by the party to whom such notice is required to be given. The address for such notices and communications shall be as set forth on the signature pages attached hereto. To the extent that any notice provided pursuant to any Transaction Document constitutes, or contains, material, non-public information regarding the Company or any Subsidiaries, the Company shall simultaneously file such notice with the SEC pursuant to a Current Report on Form 8-K.",Notices
"Employee agrees to make no disclosure or use of any proprietary or confidential information, including without limitation, data, developments, customer information, or trade secrets belonging to the Company or learned or acquired by Employee and will take all action necessary to preserve that confidentiality. Employee shall continue to comply with any confidentiality agreements, provisions, and policies by which Employee has previously agreed to abide. For purposes of emphasis and as a reminder, portions of this Agreement set forth obligations already imposed on Employee by agreement(s) of confidentiality, whether by acceptance of the Company policy(s) or provision(s) on confidentiality in writing, by electronic affirmation of such policy(s) or provision(s), or by the fact of Employee’s employment with the Company constituting an acceptance of the confidentiality requirements in policy(s) or provision(s) applicable to employees generally including, but not limited to, obligations related to nondisclosure. This Agreement does not supersede any such confidentiality agreement(s), policy(s) or provision(s), but instead supplements the terms of all such confidentiality agreement(s), policy(s) and provision(s).",Confidentiality
